tracey_taxonomy_id,ncbi_taxonomy_id,species group,species subgroup,cohort,family,tribe,class,biotype,genotype,section,order,superorder,superphylum,pathogroup,subphylum,parvorder,subfamily,species,isolate,infraorder,subkingdom,forma,phylum,strain,superkingdom,suborder,kingdom,infraclass,superclass,superfamily,subtribe,subcohort,forma specialis,serogroup,subclass,varietas,series,genus,serotype,subgenus,subspecies
11786,1158162,-,-,-,Ectothiorhodospiraceae,-,Gammaproteobacteria,-,-,-,Chromatiales,-,-,-,-,-,-,Thioalkalivibrio sp. ALgr5,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Thioalkalivibrio,-,-,-
11787,1158165,-,-,-,Ectothiorhodospiraceae,-,Gammaproteobacteria,-,-,-,Chromatiales,-,-,-,-,-,-,Thioalkalivibrio sp. ALMg11,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Thioalkalivibrio,-,-,-
11788,29520,-,-,-,Borreliaceae,-,Spirochaetia,-,-,-,Spirochaetales,-,-,-,-,-,-,Borrelia crocidurae,-,-,-,-,Spirochaetota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Borrelia,-,-,-
11789,1158167,-,-,-,Ectothiorhodospiraceae,-,Gammaproteobacteria,-,-,-,Chromatiales,-,-,-,-,-,-,Thioalkalivibrio sp. ALMg13-2,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Thioalkalivibrio,-,-,-
11790,1158169,-,-,-,Ectothiorhodospiraceae,-,Gammaproteobacteria,-,-,-,Chromatiales,-,-,-,-,-,-,Thioalkalivibrio sp. ALE9,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Thioalkalivibrio,-,-,-
11791,1158168,-,-,-,Ectothiorhodospiraceae,-,Gammaproteobacteria,-,-,-,Chromatiales,-,-,-,-,-,-,Thioalkalivibrio sp. ALE14,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Thioalkalivibrio,-,-,-
11792,1158170,-,-,-,Ectothiorhodospiraceae,-,Gammaproteobacteria,-,-,-,Chromatiales,-,-,-,-,-,-,Thioalkalivibrio sp. ALE12,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Thioalkalivibrio,-,-,-
11793,239984,-,-,-,Nocardiopsaceae,-,Actinomycetes,-,-,-,Streptosporangiales,-,-,-,-,-,-,Nocardiopsis ganjiahuensis,-,-,-,-,Actinomycetota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Nocardiopsis,-,-,-
11794,1158172,-,-,-,Ectothiorhodospiraceae,-,Gammaproteobacteria,-,-,-,Chromatiales,-,-,-,-,-,-,Thioalkalivibrio sp. ALE16,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Thioalkalivibrio,-,-,-
11795,48664,-,-,-,Xanthomonadaceae,-,Gammaproteobacteria,-,-,-,Xanthomonadales,-,-,-,-,-,-,Xanthomonas fragariae,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Xanthomonas,-,-,-
11796,29530,-,-,-,Cytophagaceae,-,Cytophagia,-,-,-,Cytophagales,-,-,-,-,-,-,Cytophaga aurantiaca,-,-,-,-,Bacteroidota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Cytophaga,-,-,-
11797,67299,Streptomyces griseus group,Streptomyces flavovirens subgroup,-,Streptomycetaceae,-,Actinomycetes,-,-,-,Kitasatosporales,-,-,-,-,-,-,Streptomyces flavogriseus,-,-,-,-,Actinomycetota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Streptomyces,-,-,-
11798,29508,-,-,-,Leptospiraceae,-,Spirochaetia,-,-,-,Leptospirales,-,-,-,-,-,-,Leptospira meyeri,-,-,-,-,Spirochaetota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Leptospira,-,-,-
11799,1158146,-,-,-,Ectothiorhodospiraceae,-,Gammaproteobacteria,-,-,-,Chromatiales,-,-,-,-,-,-,Thioalkalivibrio sp. ALJT,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Thioalkalivibrio,-,-,-
11800,29511,-,-,-,Leptospiraceae,-,Spirochaetia,-,-,-,Leptospirales,-,-,-,-,-,-,Leptospira wolbachii,-,-,-,-,Spirochaetota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Leptospira,-,-,-
11801,29510,-,-,-,Leptospiraceae,-,Spirochaetia,-,-,-,Leptospirales,-,-,-,-,-,-,Turneriella parva,-,-,-,-,Spirochaetota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Turneriella,-,-,-
11802,1158148,-,-,-,Ectothiorhodospiraceae,-,Gammaproteobacteria,-,-,-,Chromatiales,-,-,-,-,-,-,Thioalkalivibrio sp. ARh3,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Thioalkalivibrio,-,-,-
11803,29507,-,-,-,Leptospiraceae,-,Spirochaetia,-,-,-,Leptospirales,-,-,-,-,-,-,Leptospira kirschneri,-,-,-,-,Spirochaetota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Leptospira,-,-,-
11804,29506,-,-,-,Leptospiraceae,-,Spirochaetia,-,-,-,Leptospirales,-,-,-,-,-,-,Leptospira inadai,-,-,-,-,Spirochaetota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Leptospira,-,-,-
11805,461393,-,-,-,Actinomycetaceae,-,Actinomycetes,-,-,-,Actinomycetales,-,-,-,-,-,-,Actinomyces massiliensis,-,-,-,-,Actinomycetota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Actinomyces,-,-,-
11806,1158154,-,-,-,Ectothiorhodospiraceae,-,Gammaproteobacteria,-,-,-,Chromatiales,-,-,-,-,-,-,Thioalkalivibrio sp. AKL6,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Thioalkalivibrio,-,-,-
11807,1158155,-,-,-,Ectothiorhodospiraceae,-,Gammaproteobacteria,-,-,-,Chromatiales,-,-,-,-,-,-,Thioalkalivibrio sp. AKL7,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Thioalkalivibrio,-,-,-
11808,239974,-,-,-,Nocardiopsaceae,-,Actinomycetes,-,-,-,Streptosporangiales,-,-,-,-,-,-,Nocardiopsis valliformis,-,-,-,-,Actinomycetota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Nocardiopsis,-,-,-
11809,1158156,-,-,-,Ectothiorhodospiraceae,-,Gammaproteobacteria,-,-,-,Chromatiales,-,-,-,-,-,-,Thioalkalivibrio sp. AKL8,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Thioalkalivibrio,-,-,-
11810,1158158,-,-,-,Ectothiorhodospiraceae,-,Gammaproteobacteria,-,-,-,Chromatiales,-,-,-,-,-,-,Thioalkalivibrio sp. AKL10,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Thioalkalivibrio,-,-,-
11811,1158159,-,-,-,Ectothiorhodospiraceae,-,Gammaproteobacteria,-,-,-,Chromatiales,-,-,-,-,-,-,Thioalkalivibrio sp. AKL12,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Thioalkalivibrio,-,-,-
11812,1131280,-,-,-,-,-,Zetaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11813,257438,-,-,-,Acetobacteraceae,-,Alphaproteobacteria,-,-,-,Rhodospirillales,-,-,-,-,-,-,Gluconobacter thailandicus,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Gluconobacter,-,-,-
11814,1131283,-,-,-,-,-,Zetaproteobacteria,-,-,-,-,-,-,-,-,-,-,zeta proteobacterium SCGC AB-133-C04,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11815,1131282,-,-,-,-,-,Zetaproteobacteria,-,-,-,-,-,-,-,-,-,-,zeta proteobacterium SCGC AB-133-G06,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11816,197310,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11817,645664,-,-,-,Straboviridae,-,Caudoviricetes,-,-,-,-,-,-,-,-,-,Tevenvirinae,Gaprivervirus sp18,-,-,-,-,Uroviricota,-,Viruses,-,Heunggongvirae,-,-,-,-,-,-,-,-,-,-,Gaprivervirus,-,-,-
11818,1131285,-,-,-,-,-,Zetaproteobacteria,-,-,-,-,-,-,-,-,-,-,zeta proteobacterium SCGC AB-137-I08,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11819,1131284,-,-,-,-,-,Zetaproteobacteria,-,-,-,-,-,-,-,-,-,-,zeta proteobacterium SCGC AB-137-C09,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11820,29555,-,-,-,Mycoplasmataceae,-,Mollicutes,-,-,-,Mycoplasmatales,-,-,-,-,-,-,Mycoplasmopsis canis,-,-,-,-,Mycoplasmatota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Mycoplasmopsis,-,-,-
11821,1131287,-,-,-,-,-,Zetaproteobacteria,-,-,-,-,-,-,-,-,-,-,zeta proteobacterium SCGC AB-602-C20,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11822,1131286,-,-,-,-,-,Zetaproteobacteria,-,-,-,-,-,-,-,-,-,-,zeta proteobacterium SCGC AB-137-J06,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11823,1131289,-,-,-,-,-,Zetaproteobacteria,-,-,-,-,-,-,-,-,-,-,zeta proteobacterium SCGC AB-604-B04,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11824,102235,-,-,-,Geminocystaceae,-,Cyanophyceae,-,-,-,Chroococcales,-,-,-,-,-,-,Cyanobacterium stanieri,-,-,-,-,Cyanobacteriota,-,Bacteria,-,-,-,-,-,-,-,-,-,Oscillatoriophycideae,-,-,Cyanobacterium,-,-,-
11825,1131291,-,-,-,Gallionellaceae,-,Betaproteobacteria,-,-,-,Nitrosomonadales,-,-,-,-,-,-,Gallionella sp. SCGC AAA018-N21,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Gallionella,-,-,-
11826,102232,-,-,-,Chroococcaceae,-,Cyanophyceae,-,-,-,Chroococcales,-,-,-,-,-,-,Gloeocapsa sp. PCC 73106,-,-,-,-,Cyanobacteriota,-,Bacteria,-,-,-,-,-,-,-,-,-,Oscillatoriophycideae,-,-,Gloeocapsa,-,-,-
11827,653385,-,-,-,Actinomycetaceae,-,Actinomycetes,-,-,-,Actinomycetales,-,-,-,-,-,-,Actinomyces sp. oral taxon 849,-,-,-,-,Actinomycetota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Actinomyces,-,-,-
11828,1131290,-,-,-,-,-,Zetaproteobacteria,-,-,-,-,-,-,-,-,-,-,zeta proteobacterium SCGC AB-604-O16,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11829,29562,-,-,-,Mycoplasmataceae,-,Mollicutes,-,-,-,Mycoplasmatales,-,-,-,-,-,-,Mesomycoplasma ovipneumoniae,-,-,-,-,Mycoplasmatota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Mesomycoplasma,-,-,-
11830,29543,-,-,-,Desulfuromonadaceae,-,Desulfuromonadia,-,-,-,Desulfuromonadales,-,-,-,-,-,-,Pelobacter propionicus,-,-,-,-,Thermodesulfobacteriota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Pelobacter,-,-,-
11831,1158179,-,-,-,Ectothiorhodospiraceae,-,Gammaproteobacteria,-,-,-,Chromatiales,-,-,-,-,-,-,Thioalkalivibrio sp. ALE28,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Thioalkalivibrio,-,-,-
11832,1131266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Marine Group I thaumarchaeote SCGC AB-629-I23,-,-,-,-,Nitrososphaerota,-,Archaea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11833,1158177,-,-,-,Ectothiorhodospiraceae,-,Gammaproteobacteria,-,-,-,Chromatiales,-,-,-,-,-,-,Thioalkalivibrio sp. ALE25,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Thioalkalivibrio,-,-,-
11834,1305740,-,-,-,Marinobacteraceae,-,Gammaproteobacteria,-,-,-,Pseudomonadales,-,-,-,-,-,-,Marinobacter nanhaiticus,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Marinobacter,-,-,-
11835,1158182,-,-,-,Ectothiorhodospiraceae,-,Gammaproteobacteria,-,-,-,Chromatiales,-,-,-,-,-,-,Thioalkalivibrio sp. ALE31,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Thioalkalivibrio,-,-,-
11836,1305738,Mycobacterium tuberculosis complex,-,-,Mycobacteriaceae,-,Actinomycetes,-,-,-,Mycobacteriales,-,-,-,-,-,-,Mycobacterium orygis,-,-,-,-,Actinomycetota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Mycobacterium,-,-,-
11837,1158183,-,-,-,Ectothiorhodospiraceae,-,Gammaproteobacteria,-,-,-,Chromatiales,-,-,-,-,-,-,Thioalkalivibrio sp. ARh5,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Thioalkalivibrio,-,-,-
11838,1131269,-,-,-,Nitrospinaceae,-,Nitrospinia,-,-,-,Nitrospinales,-,-,-,-,-,-,Candidatus Nitromaritima sp. AB-629-B18,-,-,-,-,Nitrospinota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Candidatus Nitromaritima,-,-,-
11839,1131270,-,-,-,Nitrospinaceae,-,Nitrospinia,-,-,-,Nitrospinales,-,-,-,-,-,-,Candidatus Nitromaritima sp. AB-629-B06,-,-,-,-,Nitrospinota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Candidatus Nitromaritima,-,-,-
11840,425941,-,-,-,Prevotellaceae,-,Bacteroidia,-,-,-,Bacteroidales,-,-,-,-,-,-,Hoylesella nanceiensis,-,-,-,-,Bacteroidota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Hoylesella,-,-,-
11841,1158181,-,-,-,Ectothiorhodospiraceae,-,Gammaproteobacteria,-,-,-,Chromatiales,-,-,-,-,-,-,Thioalkalivibrio sp. ALE30,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Thioalkalivibrio,-,-,-
11842,1131271,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Verrucomicrobia bacterium SCGC AB-629-E09,-,-,-,-,Verrucomicrobiota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11843,1131272,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Chloroflexi bacterium SCGC AB-629-P13,-,-,-,-,Chloroflexota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11844,1131273,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Marinimicrobia bacterium SCGC AB-629-J13,-,-,-,-,Candidatus Marinimicrobia,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11845,1158184,-,-,-,Ectothiorhodospiraceae,-,Gammaproteobacteria,-,-,-,Chromatiales,-,-,-,-,-,-,Thioalkalivibrio sp. ALM2T,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Thioalkalivibrio,-,-,-
11846,1131274,-,-,-,-,-,Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,gamma proteobacterium SCGC AB-629-P17,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11847,29549,-,-,-,Rhodothermaceae,-,Rhodothermia,-,-,-,Rhodothermales,-,-,-,-,-,-,Rhodothermus marinus,-,-,-,-,Rhodothermota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Rhodothermus,-,-,-
11848,1131275,-,-,-,-,-,Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,gamma proteobacterium SCGC AB-629-K02,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11849,1131276,-,-,-,-,-,Alphaproteobacteria,-,-,-,-,-,-,-,-,-,-,alpha proteobacterium SCGC AB-629-G21,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11850,1131277,-,-,-,-,-,Alphaproteobacteria,-,-,-,-,-,-,-,-,-,-,alpha proteobacterium SCGC AB-629-F11,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11851,29546,-,-,-,Desulfovibrionaceae,-,Desulfovibrionia,-,-,-,Desulfovibrionales,-,-,-,-,-,-,Lawsonia intracellularis,-,-,-,-,Thermodesulfobacteriota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Lawsonia,-,-,-
11852,1131278,-,-,-,-,-,Deltaproteobacteria,-,-,-,-,-,-,-,-,-,-,SAR324 cluster bacterium SCGC AB-629-J17,-,-,-,-,-,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11853,1131279,-,-,-,-,-,Deltaproteobacteria,-,-,-,-,-,-,-,-,-,-,SAR324 cluster bacterium SCGC AB-629-O05,-,-,-,-,-,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11854,1305849,-,-,-,Enterococcaceae,-,Bacilli,-,-,-,Lactobacillales,-,-,-,-,-,-,Enterococcus faecium,-,-,-,-,Bacillota,Enterococcus faecium Aus0085,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Enterococcus,-,-,-
11855,29460,-,-,-,Brucellaceae,-,Alphaproteobacteria,-,-,-,Hyphomicrobiales,-,-,-,-,-,-,Brucella neotomae,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Brucella,-,-,-
11856,239934,-,-,-,Akkermansiaceae,-,Verrucomicrobiae,-,-,-,Verrucomicrobiales,-,-,-,-,-,-,-,-,-,-,-,Verrucomicrobiota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Akkermansia,-,-,-
11857,239935,-,-,-,Akkermansiaceae,-,Verrucomicrobiae,-,-,-,Verrucomicrobiales,-,-,-,-,-,-,Akkermansia muciniphila,-,-,-,-,Verrucomicrobiota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Akkermansia,-,-,-
11858,945692,-,-,-,Gordoniaceae,-,Actinomycetes,-,-,-,Mycobacteriales,-,-,-,-,-,-,Gordonia neofelifaecis,-,-,-,-,Actinomycetota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Gordonia,-,-,-
11859,308865,-,-,-,Weeksellaceae,-,Flavobacteriia,-,-,-,Flavobacteriales,-,-,-,-,-,-,-,-,-,-,-,Bacteroidota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Elizabethkingia,-,-,-
11860,269666,-,-,-,Streptococcaceae,-,Bacilli,-,-,-,Lactobacillales,-,-,-,-,-,-,Streptococcus marimammalium,-,-,-,-,Bacillota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Streptococcus,-,-,-
11861,285091,-,-,-,Alcanivoracaceae,-,Gammaproteobacteria,-,-,-,Oceanospirillales,-,-,-,-,-,-,Alloalcanivorax dieselolei,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Alloalcanivorax,-,-,-
11862,29442,Pseudomonas fluorescens group,-,-,Pseudomonadaceae,-,Gammaproteobacteria,-,-,-,Pseudomonadales,-,-,-,-,-,-,Pseudomonas tolaasii,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Pseudomonas,-,-,-
11863,232270,-,-,-,Alicyclobacillaceae,-,Bacilli,-,-,-,Bacillales,-,-,-,-,-,-,Effusibacillus pohliae,-,-,-,-,Bacillota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Effusibacillus,-,-,-
11864,29448,-,-,-,Nitrobacteraceae,-,Alphaproteobacteria,-,-,-,Hyphomicrobiales,-,-,-,-,-,-,Bradyrhizobium elkanii,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Bradyrhizobium,-,-,-
11865,232259,-,-,-,Cyclobacteriaceae,-,Cytophagia,-,-,-,Cytophagales,-,-,-,-,-,-,Belliella baltica,-,-,-,-,Bacteroidota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Belliella,-,-,-
11866,377615,-,-,-,Paenibacillaceae,-,Bacilli,-,-,-,Bacillales,-,-,-,-,-,-,Thermobacillus composti,-,-,-,-,Bacillota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Thermobacillus,-,-,-
11867,64178,-,-,-,Coleofasciculaceae,-,Cyanophyceae,-,-,-,Oscillatoriales,-,-,-,-,-,-,Coleofasciculus chthonoplastes,-,-,-,-,Cyanobacteriota,-,Bacteria,-,-,-,-,-,-,-,-,-,Oscillatoriophycideae,-,-,Coleofasciculus,-,-,-
11868,39956,-,-,-,Methylobacteriaceae,-,Alphaproteobacteria,-,-,-,Hyphomicrobiales,-,-,-,-,-,-,Methylobacterium mesophilicum,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Methylobacterium,-,-,-
11869,29494,-,-,-,Vibrionaceae,-,Gammaproteobacteria,-,-,-,Vibrionales,-,-,-,-,-,-,Vibrio furnissii,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Vibrio,-,-,-
11870,39960,-,-,-,Erythrobacteraceae,-,Alphaproteobacteria,-,-,-,Sphingomonadales,-,-,-,-,-,-,Erythrobacter litoralis,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Erythrobacter,-,-,-
11871,29498,Vibrio oreintalis group,-,-,Vibrionaceae,-,Gammaproteobacteria,-,-,-,Vibrionales,-,-,-,-,-,-,Vibrio tubiashii,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Vibrio,-,-,-
11872,29501,-,-,-,Mycoplasmataceae,-,Mollicutes,-,-,-,Mycoplasmatales,-,-,-,-,-,-,Mycoplasma haemofelis,-,-,-,-,Mycoplasmatota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Mycoplasma,-,-,-
11873,300231,-,-,-,Alteromonadaceae,-,Gammaproteobacteria,-,-,-,Alteromonadales,-,-,-,-,-,-,Glaciecola nitratireducens,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Glaciecola,-,-,-
11874,64160,-,-,-,Desulfurobacteriaceae,-,Aquificae,-,-,-,Desulfurobacteriales,-,-,-,-,-,-,Desulfurobacterium thermolithotrophum,-,-,-,-,Aquificota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Desulfurobacterium,-,-,-
11875,102148,-,-,-,Erysipelotrichaceae,-,Erysipelotrichia,-,-,-,Erysipelotrichales,-,-,-,-,-,-,Solobacterium moorei,-,-,-,-,Bacillota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Solobacterium,-,-,-
11876,1104325,-,-,-,Enterococcaceae,-,Bacilli,-,-,-,Lactobacillales,-,-,-,-,-,-,Enterococcus faecium,-,-,-,-,Bacillota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Enterococcus,-,-,-
11877,1263406,-,-,-,Chlamydiaceae,-,Chlamydiia,-,-,-,Chlamydiales,-,-,-,-,-,-,Chlamydia trachomatis,-,-,-,-,Chlamydiota,Chlamydia trachomatis L2/434/Bu(i),Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Chlamydia,-,-,-
11878,29483,-,-,-,Yersiniaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Yersinia aldovae,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Yersinia,-,-,-
11879,197345,-,-,-,Flavobacteriaceae,-,Flavobacteriia,-,-,-,Flavobacteriales,-,-,-,-,-,-,Psychroflexus tropicus,-,-,-,-,Bacteroidota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Psychroflexus,-,-,-
11880,1150476,Bacillus subtilis group,Bacillus amyloliquefaciens group,-,Bacillaceae,-,Bacilli,-,-,-,Bacillales,-,-,-,-,-,-,Bacillus velezensis,-,-,-,-,Bacillota,Bacillus velezensis UCMB5113,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Bacillus,-,-,-
11881,1150475,Bacillus subtilis group,Bacillus amyloliquefaciens group,-,Bacillaceae,-,Bacilli,-,-,-,Bacillales,-,-,-,-,-,-,Bacillus velezensis,-,-,-,-,Bacillota,Bacillus velezensis UCMB5036,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Bacillus,-,-,-
11882,39948,-,-,-,Veillonellaceae,-,Negativicutes,-,-,-,Veillonellales,-,-,-,-,-,-,-,-,-,-,-,Bacillota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Dialister,-,-,-
11883,29485,-,-,-,Yersiniaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Yersinia rohdei,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Yersinia,-,-,-
11884,29484,-,-,-,Yersiniaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Yersinia frederiksenii,-,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Yersinia,-,-,-
11885,1348660,-,-,-,Yersiniaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Serratia plymuthica,Serratia plymuthica S13,-,-,-,Pseudomonadota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Serratia,-,-,-
11886,29391,-,-,-,-,-,Bacilli,-,-,-,Bacillales,-,-,-,-,-,-,Gemella morbillorum,-,-,-,-,Bacillota,-,Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,Gemella,-,-,-
