ncbi_id,tracey_id,species group,species subgroup,cohort,family,tribe,class,biotype,genotype,section,order,superorder,superphylum,pathogroup,subphylum,parvorder,subfamily,species,isolate,infraorder,subkingdom,forma,phylum,strain,superkingdom,suborder,kingdom,infraclass,superclass,superfamily,subtribe,subcohort,forma specialis,serogroup,subclass,varietas,series,genus,serotype,subgenus,subspecies
379508,721,-,-,-,Debaryomycetaceae,-,Pichiomycetes,-,-,-,Serinales,-,-,-,Saccharomycotina,-,-,Lodderomyces elongisporus,-,-,Dikarya,-,Ascomycota,Lodderomyces elongisporus NRRL YB-4239,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,Lodderomyces,-,-,-
383379,722,-,-,-,Sarcocystidae,-,Conoidasida,-,-,-,Eucoccidiorida,-,-,-,-,-,-,Toxoplasma gondii,-,-,-,-,Apicomplexa,Toxoplasma gondii RH,-,Eimeriorina,-,-,-,-,-,-,-,-,Coccidia,-,-,Toxoplasma,-,-,-
307796,724,-,-,-,Saccharomycetaceae,-,Saccharomycetes,-,-,-,Saccharomycetales,-,-,-,Saccharomycotina,-,-,Saccharomyces cerevisiae,-,-,Dikarya,-,Ascomycota,Saccharomyces cerevisiae YJM789,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,Saccharomyces,-,-,-
435258,725,Leishmania donovani species complex,-,-,Trypanosomatidae,-,Kinetoplastea,-,-,-,Trypanosomatida,-,-,-,-,-,Leishmaniinae,Leishmania infantum,-,-,-,-,Euglenozoa,Leishmania infantum JPCM5,-,-,-,-,-,-,-,-,-,-,Metakinetoplastina,-,-,Leishmania,-,Leishmania,-
341663,726,-,-,-,Aspergillaceae,-,Eurotiomycetes,-,-,-,Eurotiales,-,-,-,Pezizomycotina,-,-,Aspergillus terreus,-,-,Dikarya,-,Ascomycota,Aspergillus terreus NIH2624,-,-,Fungi,-,-,-,-,-,-,-,Eurotiomycetidae,-,-,Aspergillus,-,Aspergillus subgen. Circumdati,-
436907,727,-,-,-,Saccharomycetaceae,-,Saccharomycetes,-,-,-,Saccharomycetales,-,-,-,Saccharomycotina,-,-,Vanderwaltozyma polyspora,-,-,Dikarya,-,Ascomycota,Vanderwaltozyma polyspora DSM 70294,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,Vanderwaltozyma,-,-,-
484906,729,-,-,-,Babesiidae,-,Aconoidasida,-,-,-,Piroplasmida,-,-,-,-,-,-,Babesia bovis,-,-,-,-,Apicomplexa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Babesia,-,-,-
370354,730,-,-,-,Entamoebidae,-,-,-,-,-,Mastigamoebida,-,-,-,-,-,-,Entamoeba dispar,-,-,-,-,Evosea,Entamoeba dispar SAW760,-,-,-,-,-,-,-,-,-,-,-,-,-,Entamoeba,-,-,-
310507,732,-,-,-,Chlorellaceae,-,Trebouxiophyceae,-,-,-,Chlorellales,-,-,-,-,-,-,Chlorella sp.,-,-,-,-,Chlorophyta,Chlorella sp. NC64A,-,-,Viridiplantae,-,-,-,-,-,-,-,-,-,-,Chlorella,-,-,-
454284,733,-,-,-,Onygenaceae,-,Eurotiomycetes,-,-,-,Onygenales,-,-,-,Pezizomycotina,-,-,Coccidioides posadasii,-,-,Dikarya,-,Ascomycota,Coccidioides posadasii RMSCC 3488,-,-,Fungi,-,-,-,-,-,-,-,Eurotiomycetidae,-,-,Coccidioides,-,-,-
443226,734,-,-,-,Onygenaceae,-,Eurotiomycetes,-,-,-,Onygenales,-,-,-,Pezizomycotina,-,-,Coccidioides posadasii,-,-,Dikarya,-,Ascomycota,Coccidioides posadasii str. Silveira,-,-,Fungi,-,-,-,-,-,-,-,Eurotiomycetidae,-,-,Coccidioides,-,-,-
7234,735,obscura group,pseudoobscura subgroup,Endopterygota,Drosophilidae,Drosophilini,Insecta,-,-,-,Diptera,-,-,-,Hexapoda,-,Drosophilinae,Drosophila persimilis,-,Muscomorpha,-,-,Arthropoda,-,-,Brachycera,Metazoa,Neoptera,-,Ephydroidea,-,-,-,-,Pterygota,-,-,Drosophila,-,Sophophora,-
402676,736,-,-,-,Schizosaccharomycetaceae,-,Schizosaccharomycetes,-,-,-,Schizosaccharomycetales,-,-,-,Taphrinomycotina,-,-,Schizosaccharomyces japonicus,-,-,Dikarya,-,Ascomycota,Schizosaccharomyces japonicus yFS275,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,Schizosaccharomyces,-,-,-
426418,737,-,-,-,Pleosporaceae,-,Dothideomycetes,-,-,-,Pleosporales,-,-,-,Pezizomycotina,-,-,Pyrenophora tritici-repentis,-,-,Dikarya,-,Ascomycota,Pyrenophora tritici-repentis Pt-1C-BFP,-,Pleosporineae,Fungi,-,-,-,-,-,-,-,Pleosporomycetidae,-,-,Pyrenophora,-,-,-
425011,738,-,-,-,Aspergillaceae,-,Eurotiomycetes,-,-,-,Eurotiales,-,-,-,Pezizomycotina,-,-,Aspergillus niger,-,-,Dikarya,-,Ascomycota,Aspergillus niger CBS 513.88,-,-,Fungi,-,-,-,-,-,-,-,Eurotiomycetidae,-,-,Aspergillus,-,Aspergillus subgen. Circumdati,-
473542,739,-,-,-,Rhabditidae,-,Chromadorea,-,-,-,Rhabditida,-,-,-,-,-,Peloderinae,Caenorhabditis briggsae,-,Rhabditomorpha,-,-,Nematoda,-,-,Rhabditina,Metazoa,-,-,Rhabditoidea,-,-,-,-,-,-,-,Caenorhabditis,-,-,-
510516,740,-,-,-,Aspergillaceae,-,Eurotiomycetes,-,-,-,Eurotiales,-,-,-,Pezizomycotina,-,-,Aspergillus oryzae,-,-,Dikarya,-,Ascomycota,Aspergillus oryzae RIB40,-,-,Fungi,-,-,-,-,-,-,-,Eurotiomycetidae,-,-,Aspergillus,-,Aspergillus subgen. Circumdati,-
46245,741,obscura group,pseudoobscura subgroup,Endopterygota,Drosophilidae,Drosophilini,Insecta,-,-,-,Diptera,-,-,-,Hexapoda,-,Drosophilinae,Drosophila pseudoobscura,-,Muscomorpha,-,-,Arthropoda,-,-,Brachycera,Metazoa,Neoptera,-,Ephydroidea,-,-,-,-,Pterygota,-,-,Drosophila,-,Sophophora,Drosophila pseudoobscura pseudoobscura
7176,742,-,-,Endopterygota,Culicidae,Culicini,Insecta,-,-,-,Diptera,-,-,-,Hexapoda,-,Culicinae,Culex quinquefasciatus,-,Culicomorpha,-,-,Arthropoda,-,-,Nematocera,Metazoa,Neoptera,-,Culicoidea,-,-,-,-,Pterygota,-,-,Culex,-,Culex,-
500485,743,-,-,-,Aspergillaceae,-,Eurotiomycetes,-,-,-,Eurotiales,-,-,-,Pezizomycotina,-,-,Penicillium rubens,-,-,Dikarya,-,Ascomycota,Penicillium rubens Wisconsin 54-1255,-,-,Fungi,-,-,-,-,-,-,-,Eurotiomycetidae,-,-,Penicillium,-,-,-
145481,744,-,-,-,Funariaceae,-,Bryopsida,-,-,-,Funariales,-,-,-,Streptophytina,-,-,Physcomitrium patens,-,-,-,-,Streptophyta,-,-,-,Viridiplantae,-,-,-,-,-,-,-,Funariidae,-,-,Physcomitrium,-,-,Physcomitrella patens subsp. patens
441960,745,-,-,-,Trichocomaceae,-,Eurotiomycetes,-,-,Talaromyces sect. Talaromyces,Eurotiales,-,-,-,Pezizomycotina,-,-,Talaromyces marneffei,-,-,Dikarya,-,Ascomycota,Talaromyces marneffei ATCC 18224,-,-,Fungi,-,-,-,-,-,-,-,Eurotiomycetidae,-,-,Talaromyces,-,-,-
451804,746,-,-,-,Aspergillaceae,-,Eurotiomycetes,-,-,-,Eurotiales,-,-,-,Pezizomycotina,-,-,Aspergillus fumigatus,-,-,Dikarya,-,Ascomycota,Aspergillus fumigatus A1163,-,-,Fungi,-,-,-,-,-,-,-,Eurotiomycetidae,-,-,Aspergillus,-,Aspergillus subgen. Fumigati,-
7238,747,melanogaster group,melanogaster subgroup,Endopterygota,Drosophilidae,Drosophilini,Insecta,-,-,-,Diptera,-,-,-,Hexapoda,-,Drosophilinae,Drosophila sechellia,-,Muscomorpha,-,-,Arthropoda,-,-,Brachycera,Metazoa,Neoptera,-,Ephydroidea,-,-,-,-,Pterygota,-,-,Drosophila,-,Sophophora,-
420245,748,Leishmania braziliensis species complex,-,-,Trypanosomatidae,-,Kinetoplastea,-,-,-,Trypanosomatida,-,-,-,-,-,Leishmaniinae,Leishmania braziliensis,-,-,-,-,Euglenozoa,Leishmania braziliensis MHOM/BR/75/M2904,-,-,-,-,-,-,-,-,-,-,Metakinetoplastina,-,-,Leishmania,-,Viannia,-
121224,749,-,-,Paraneoptera,Pediculidae,-,Insecta,-,-,-,Psocodea,-,-,-,Hexapoda,Anoplura,-,Pediculus humanus,-,Phthiraptera,-,-,Arthropoda,-,-,Troctomorpha,Metazoa,Neoptera,-,-,-,-,-,-,Pterygota,-,-,Pediculus,-,-,Pediculus humanus corporis
7230,750,repleta group,mulleri subgroup,Endopterygota,Drosophilidae,Drosophilini,Insecta,-,-,-,Diptera,-,-,-,Hexapoda,-,Drosophilinae,Drosophila mojavensis,-,Muscomorpha,-,-,Arthropoda,-,-,Brachycera,Metazoa,Neoptera,-,Ephydroidea,-,-,-,-,Pterygota,-,-,Drosophila,-,Drosophila,-
7220,751,melanogaster group,melanogaster subgroup,Endopterygota,Drosophilidae,Drosophilini,Insecta,-,-,-,Diptera,-,-,-,Hexapoda,-,Drosophilinae,Drosophila erecta,-,Muscomorpha,-,-,Arthropoda,-,-,Brachycera,Metazoa,Neoptera,-,Ephydroidea,-,-,-,-,Pterygota,-,-,Drosophila,-,Sophophora,-
4565,752,-,-,-,Poaceae,Triticeae,Magnoliopsida,-,-,-,Poales,-,-,-,Streptophytina,-,Pooideae,Triticum aestivum,-,-,-,-,Streptophyta,-,-,-,Viridiplantae,-,-,-,Triticinae,-,-,-,Petrosaviidae,-,-,Triticum,-,-,-
508771,753,-,-,-,Sarcocystidae,-,Conoidasida,-,-,-,Eucoccidiorida,-,-,-,-,-,-,Toxoplasma gondii,-,-,-,-,Apicomplexa,Toxoplasma gondii ME49,-,Eimeriorina,-,-,-,-,-,-,-,-,Coccidia,-,-,Toxoplasma,-,-,-
9601,754,-,-,-,Hominidae,-,Mammalia,-,-,-,Primates,Euarchontoglires,-,-,Craniata,Catarrhini,Ponginae,Pongo abelii,-,Simiiformes,-,-,Chordata,-,-,Haplorrhini,Metazoa,-,Sarcopterygii,Hominoidea,-,-,-,-,-,-,-,Pongo,-,-,-
515849,755,-,-,-,Podosporaceae,-,Sordariomycetes,-,-,-,Sordariales,-,-,-,Pezizomycotina,-,-,Podospora anserina,-,-,Dikarya,-,Ascomycota,Podospora anserina S mat+,-,-,Fungi,-,-,-,-,-,-,-,Sordariomycetidae,-,-,Podospora,-,-,-
441375,756,-,-,-,Cryptosporidiidae,-,Conoidasida,-,-,-,Eucoccidiorida,-,-,-,-,-,-,Cryptosporidium muris,-,-,-,-,Apicomplexa,Cryptosporidium muris RN66,-,Eimeriorina,-,-,-,-,-,-,-,-,Coccidia,-,-,Cryptosporidium,-,-,-
5851,757,-,-,-,Plasmodiidae,-,Aconoidasida,-,-,-,Haemosporida,-,-,-,-,-,-,Plasmodium knowlesi,-,-,-,-,Apicomplexa,Plasmodium knowlesi strain H,-,-,-,-,-,-,-,-,-,-,-,-,-,Plasmodium,-,Plasmodium,-
545124,758,-,-,-,Saccharomycetaceae,-,Saccharomycetes,-,-,-,Saccharomycetales,-,-,-,Saccharomycotina,-,-,Saccharomyces cerevisiae,-,-,Dikarya,-,Ascomycota,Saccharomyces cerevisiae AWRI1631,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,Saccharomyces,-,-,-
285006,759,-,-,-,Saccharomycetaceae,-,Saccharomycetes,-,-,-,Saccharomycetales,-,-,-,Saccharomycotina,-,-,Saccharomyces cerevisiae,-,-,Dikarya,-,Ascomycota,Saccharomyces cerevisiae RM11-1a,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,Saccharomyces,-,-,-
486041,760,-,-,-,Hydnangiaceae,-,Agaricomycetes,-,-,-,Agaricales,-,-,-,Agaricomycotina,-,-,Laccaria bicolor,-,-,Dikarya,-,Basidiomycota,Laccaria bicolor S238N-H82,-,Agaricineae,Fungi,-,-,-,-,-,-,-,Agaricomycetidae,-,-,Laccaria,-,-,-
431895,761,-,-,-,Salpingoecidae,-,Choanoflagellata,-,-,-,Craspedida,-,-,-,-,-,-,Monosiga brevicollis,-,-,-,-,-,Monosiga brevicollis MX1,-,-,-,-,-,-,-,-,-,-,-,-,-,Monosiga,-,-,-
4232,762,-,-,-,Asteraceae,Heliantheae,Magnoliopsida,-,-,-,Asterales,-,-,-,Streptophytina,-,Asteroideae,Helianthus annuus,-,-,-,-,Streptophyta,-,-,-,Viridiplantae,-,-,-,-,-,-,-,-,-,-,Helianthus,-,-,-
3352,763,-,-,-,Pinaceae,-,Pinopsida,-,-,-,Pinales,-,-,-,Streptophytina,-,-,Pinus taeda,-,-,-,-,Streptophyta,-,-,-,Viridiplantae,-,-,-,-,-,-,-,Pinidae,-,-,Pinus,-,Pinus subgen. Pinus,-
412030,764,-,-,-,Parameciidae,-,Oligohymenophorea,-,-,-,Peniculida,-,-,-,Intramacronucleata,-,-,Paramecium tetraurelia,-,-,-,-,Ciliophora,Paramecium tetraurelia strain d4-2,-,-,-,-,-,-,-,-,-,-,-,-,-,Paramecium,-,-,-
7222,765,grimshawi group,grimshawi subgroup,Endopterygota,Drosophilidae,Drosophilini,Insecta,-,-,-,Diptera,-,-,-,Hexapoda,-,Drosophilinae,Drosophila grimshawi,-,Muscomorpha,-,-,Arthropoda,-,-,Brachycera,Metazoa,Neoptera,-,Ephydroidea,-,-,-,-,Pterygota,-,-,Drosophila,-,-,-
325569,766,-,-,-,Sclerotiniaceae,-,Leotiomycetes,-,-,-,Helotiales,-,-,-,Pezizomycotina,-,-,Sclerotinia sclerotiorum,-,-,Dikarya,-,Ascomycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,Sclerotinia,-,-,-
7240,767,melanogaster group,melanogaster subgroup,Endopterygota,Drosophilidae,Drosophilini,Insecta,-,-,-,Diptera,-,-,-,Hexapoda,-,Drosophilinae,Drosophila simulans,-,Muscomorpha,-,-,Arthropoda,-,-,Brachycera,Metazoa,Neoptera,-,Ephydroidea,-,-,-,-,Pterygota,-,-,Drosophila,-,Sophophora,-
113636,768,-,-,-,Salicaceae,Saliceae,Magnoliopsida,-,-,-,Malpighiales,-,-,-,Streptophytina,-,-,Populus tremula,-,-,-,-,Streptophyta,-,-,-,Viridiplantae,-,-,-,-,-,-,-,-,-,-,Populus,-,-,-
7787,769,-,-,-,Torpedinidae,-,Chondrichthyes,-,-,-,Torpediniformes,Batoidea,-,-,Craniata,-,-,Tetronarce californica,-,-,-,-,Chordata,-,-,-,Metazoa,-,-,-,-,-,-,-,Elasmobranchii,-,-,Tetronarce,-,-,-
7242,770,-,-,Endopterygota,Drosophilidae,Drosophilini,Insecta,-,-,-,Diptera,-,-,-,Hexapoda,-,Drosophilinae,Drosophila sp. (in: flies),-,Muscomorpha,-,-,Arthropoda,-,-,Brachycera,Metazoa,Neoptera,-,Ephydroidea,-,-,-,-,Pterygota,-,-,Drosophila,-,-,-
32630,772,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,synthetic construct,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
240176,773,-,-,-,Psathyrellaceae,-,Agaricomycetes,-,-,-,Agaricales,-,-,-,Agaricomycotina,-,-,Coprinopsis cinerea,-,-,Dikarya,-,Basidiomycota,Coprinopsis cinerea okayama7#130,-,Agaricineae,Fungi,-,-,-,-,-,-,-,Agaricomycetidae,-,-,Coprinopsis,-,-,-
280463,774,-,-,-,Noelaerhabdaceae,-,-,-,-,-,Isochrysidales,-,-,-,-,-,-,Emiliania huxleyi,-,-,-,-,Haptophyta,Emiliania huxleyi CCMP1516,-,-,-,-,-,-,-,-,-,-,-,-,-,Emiliania,-,-,-
29879,777,-,-,-,Sordariaceae,-,Sordariomycetes,-,-,-,Sordariales,-,-,-,Pezizomycotina,-,-,Neurospora discreta,-,-,Dikarya,-,Ascomycota,-,-,-,Fungi,-,-,-,-,-,-,-,Sordariomycetidae,-,-,Neurospora,-,-,-
5334,778,-,-,-,Schizophyllaceae,-,Agaricomycetes,-,-,-,Agaricales,-,-,-,Agaricomycotina,-,-,Schizophyllum commune,-,-,Dikarya,-,Basidiomycota,-,-,Schizophyllineae,Fungi,-,-,-,-,-,-,-,Agaricomycetidae,-,-,Schizophyllum,-,-,-
391592,779,-,-,-,Nautiliaceae,-,Epsilonproteobacteria,-,-,-,Nautiliales,-,-,-,-,-,-,Caminibacter mediatlanticus,-,-,-,-,Campylobacterota,Caminibacter mediatlanticus TB-2,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Caminibacter,-,-,-
404380,780,-,-,-,Geobacteraceae,-,Desulfuromonadia,-,-,-,Geobacterales,-,-,-,-,-,-,Citrifermentans bemidjiense,-,-,-,-,Thermodesulfobacteriota,Citrifermentans bemidjiense Bem,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Citrifermentans,-,-,-
546266,781,-,-,-,Neisseriaceae,-,Betaproteobacteria,-,-,-,Neisseriales,-,-,-,-,-,-,Neisseria mucosa,-,-,-,-,Pseudomonadota,Neisseria mucosa ATCC 25996,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Neisseria,-,-,-
399549,782,-,-,-,Sulfolobaceae,-,Thermoprotei,-,-,-,Sulfolobales,-,-,-,-,-,-,Metallosphaera sedula,-,-,-,-,Thermoproteota,Metallosphaera sedula DSM 5348,-,-,Thermoproteati,-,-,-,-,-,-,-,-,-,-,Metallosphaera,-,-,-
296543,783,-,-,-,Thalassiosiraceae,-,Thalassiosirophyceae,-,-,-,Thalassiosirales,-,-,-,-,-,-,Thalassiosira pseudonana,-,-,-,-,Bacillariophyta,Thalassiosira pseudonana CCMP1335,-,-,-,-,-,-,-,-,-,-,Thalassiosirophycidae,-,-,Thalassiosira,-,-,-
504472,784,-,-,-,Cytophagaceae,-,Cytophagia,-,-,-,Cytophagales,-,-,-,-,-,-,Spirosoma linguale,-,-,-,-,Bacteroidota,Spirosoma linguale DSM 74,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Spirosoma,-,-,-
332952,785,-,-,-,Aspergillaceae,-,Eurotiomycetes,-,-,-,Eurotiales,-,-,-,Pezizomycotina,-,-,Aspergillus flavus,-,-,Dikarya,-,Ascomycota,Aspergillus flavus NRRL3357,-,-,Fungi,-,-,-,-,-,-,-,Eurotiomycetidae,-,-,Aspergillus,-,Aspergillus subgen. Circumdati,-
272623,786,-,-,-,Streptococcaceae,-,Bacilli,-,-,-,Lactobacillales,-,-,-,-,-,-,Lactococcus lactis,-,-,-,-,Bacillota,Lactococcus lactis subsp. lactis Il1403,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Lactococcus,-,-,Lactococcus lactis subsp. lactis
378806,787,-,-,-,Archangiaceae,-,Myxococcia,-,-,-,Myxococcales,-,-,-,-,-,-,Stigmatella aurantiaca,-,-,-,-,Myxococcota,Stigmatella aurantiaca DW4/3-1,-,Cystobacterineae,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Stigmatella,-,-,-
443144,788,-,-,-,Geobacteraceae,-,Desulfuromonadia,-,-,-,Geobacterales,-,-,-,-,-,-,Geobacter sp. M21,-,-,-,-,Thermodesulfobacteriota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Geobacter,-,-,-
632245,789,-,-,-,Clostridiaceae,-,Clostridia,-,-,-,Eubacteriales,-,-,-,-,-,-,Clostridium butyricum,-,-,-,-,Bacillota,Clostridium butyricum E4 str. BoNT E BL5262,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Clostridium,-,-,-
556484,790,-,-,-,Neidiaceae,-,Bacillariophyceae,-,-,-,Surirellales,-,-,-,-,-,-,Phaeodactylum tricornutum,-,-,-,-,Bacillariophyta,Phaeodactylum tricornutum CCAP 1055/1,-,Neidiineae,-,-,-,-,-,-,-,-,-,-,-,Phaeodactylum,-,-,-
447214,791,-,-,-,Clostridiaceae,-,Clostridia,-,-,-,Eubacteriales,-,-,-,-,-,-,Clostridium butyricum,-,-,-,-,Bacillota,Clostridium butyricum 5521,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Clostridium,-,-,-
390235,792,Pseudomonas putida group,-,-,Pseudomonadaceae,-,Gammaproteobacteria,-,-,-,Pseudomonadales,-,-,-,-,-,-,Pseudomonas putida,-,-,-,-,Pseudomonadota,Pseudomonas putida W619,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Pseudomonas,-,-,-
314262,793,-,-,-,Roseobacteraceae,-,Alphaproteobacteria,-,-,-,Rhodobacterales,-,-,-,-,-,-,Roseobacter sp. MED193,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Roseobacter,-,-,-
395961,794,-,-,-,Cyanothecaceae,-,Cyanophyceae,-,-,-,Gomontiellales,-,-,-,-,-,-,Cyanothece sp. PCC 7425,-,-,-,-,Cyanobacteriota,-,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Cyanothece,-,-,-
292414,795,-,-,-,Roseobacteraceae,-,Alphaproteobacteria,-,-,-,Rhodobacterales,-,-,-,-,-,-,Ruegeria sp. TM1040,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Ruegeria,-,-,-
396598,796,-,-,-,Burkholderiaceae,-,Betaproteobacteria,-,-,-,Burkholderiales,-,-,-,-,-,-,Paraburkholderia graminis,-,-,-,-,Pseudomonadota,Paraburkholderia graminis C4D1M,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Paraburkholderia,-,-,-
554373,797,-,-,-,Marasmiaceae,-,Agaricomycetes,-,-,-,Agaricales,-,-,-,Agaricomycotina,-,-,Moniliophthora perniciosa,-,-,Dikarya,-,Basidiomycota,Moniliophthora perniciosa FA553,-,Marasmiineae,Fungi,-,-,-,-,-,-,-,Agaricomycetidae,-,-,Moniliophthora,-,-,-
314275,798,-,-,-,Alteromonadaceae,-,Gammaproteobacteria,-,-,-,Alteromonadales,-,-,-,-,-,-,Alteromonas mediterranea,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Alteromonas,-,-,-
416870,799,-,-,-,Streptococcaceae,-,Bacilli,-,-,-,Lactobacillales,-,-,-,-,-,-,Lactococcus cremoris,-,-,-,-,Bacillota,Lactococcus cremoris subsp. cremoris MG1363,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Lactococcus,-,-,Lactococcus cremoris subsp. cremoris
391595,800,-,-,-,Roseobacteraceae,-,Alphaproteobacteria,-,-,-,Rhodobacterales,-,-,-,-,-,-,Roseobacter litoralis,-,-,-,-,Pseudomonadota,Roseobacter litoralis Och 149,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Roseobacter,-,-,-
556268,801,-,-,-,Oxalobacteraceae,-,Betaproteobacteria,-,-,-,Burkholderiales,-,-,-,-,-,-,Oxalobacter paraformigenes,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Oxalobacter,-,-,-
224131,802,-,-,-,Harpochytriaceae,-,Monoblepharidomycetes,-,-,-,Monoblepharidales,-,-,-,-,-,-,Harpochytrium sp. JEL105,-,-,-,-,Monoblepharomycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,Harpochytrium,-,-,-
553212,803,-,-,-,Staphylococcaceae,-,Bacilli,-,-,-,Caryophanales,-,-,-,-,-,-,Staphylococcus capitis,-,-,-,-,Bacillota,Staphylococcus capitis SK14,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Staphylococcus,-,-,-
323850,804,-,-,-,Shewanellaceae,-,Gammaproteobacteria,-,-,-,Alteromonadales,-,-,-,-,-,-,Shewanella loihica,-,-,-,-,Pseudomonadota,Shewanella loihica PV-4,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Shewanella,-,-,-
484018,805,-,-,-,Bacteroidaceae,-,Bacteroidia,-,-,-,Bacteroidales,-,-,-,-,-,-,Phocaeicola plebeius,-,-,-,-,Bacteroidota,Phocaeicola plebeius DSM 17135,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Phocaeicola,-,-,-
375451,806,-,-,-,Roseobacteraceae,-,Alphaproteobacteria,-,-,-,Rhodobacterales,-,-,-,-,-,-,Roseobacter denitrificans,-,-,-,-,Pseudomonadota,Roseobacter denitrificans OCh 114,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Roseobacter,-,-,-
325240,807,-,-,-,Shewanellaceae,-,Gammaproteobacteria,-,-,-,Alteromonadales,-,-,-,-,-,-,Shewanella baltica,-,-,-,-,Pseudomonadota,Shewanella baltica OS155,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Shewanella,-,-,-
293826,808,-,-,-,Natronincolaceae,-,Clostridia,-,-,-,Peptostreptococcales,-,-,-,-,-,-,Alkaliphilus metalliredigens,-,-,-,-,Bacillota,Alkaliphilus metalliredigens QYMF,-,-,Bacillati,-,-,-,-,-,-,-,-,-,-,Alkaliphilus,-,-,-
391591,809,-,-,-,Vibrionaceae,-,Gammaproteobacteria,-,-,-,Vibrionales,-,-,-,-,-,-,Vibrio mediterranei,-,-,-,-,Pseudomonadota,Vibrio mediterranei AK1,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Vibrio,-,-,-
456827,810,-,-,-,Candidatus Cloacimonadaceae,-,Candidatus Cloacimonadia,-,-,-,Candidatus Cloacimonadales,-,-,-,-,-,-,Candidatus Cloacimonas acidaminovorans,-,-,-,-,Candidatus Cloacimonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Candidatus Cloacimonas,-,-,-
410291,811,Vibrio harveyi group,-,-,Vibrionaceae,-,Gammaproteobacteria,-,-,-,Vibrionales,-,-,-,-,-,-,Vibrio campbellii,-,-,-,-,Pseudomonadota,Vibrio campbellii HY01,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Vibrio,-,-,-
399599,812,-,-,-,Shewanellaceae,-,Gammaproteobacteria,-,-,-,Alteromonadales,-,-,-,-,-,-,Shewanella baltica,-,-,-,-,Pseudomonadota,Shewanella baltica OS195,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Shewanella,-,-,-
426368,813,-,-,-,Methanococcaceae,-,Methanococci,-,-,-,Methanococcales,-,-,-,-,-,-,Methanococcus maripaludis,-,-,-,-,Methanobacteriota,Methanococcus maripaludis C7,-,-,Methanobacteriati,-,-,-,-,-,-,-,-,-,-,Methanococcus,-,-,-
407976,814,-,-,-,Shewanellaceae,-,Gammaproteobacteria,-,-,-,Alteromonadales,-,-,-,-,-,-,Shewanella baltica,-,-,-,-,Pseudomonadota,Shewanella baltica OS223,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Shewanella,-,-,-
402882,815,-,-,-,Shewanellaceae,-,Gammaproteobacteria,-,-,-,Alteromonadales,-,-,-,-,-,-,Shewanella baltica,-,-,-,-,Pseudomonadota,Shewanella baltica OS185,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Shewanella,-,-,-
272568,816,-,-,-,Acetobacteraceae,-,Alphaproteobacteria,-,-,-,Acetobacterales,-,-,-,-,-,-,Gluconacetobacter diazotrophicus,-,-,-,-,Pseudomonadota,Gluconacetobacter diazotrophicus PA1 5,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Gluconacetobacter,-,-,-
