ncbi_id,tracey_id,species group,species subgroup,cohort,family,tribe,class,biotype,genotype,section,order,superorder,superphylum,pathogroup,subphylum,parvorder,subfamily,species,isolate,infraorder,subkingdom,forma,phylum,strain,superkingdom,suborder,kingdom,infraclass,superclass,superfamily,subtribe,subcohort,forma specialis,serogroup,subclass,varietas,series,genus,serotype,subgenus,subspecies
6040,56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Porifera,-,-,-,Metazoa,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33634,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
451459,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Blastocladiomycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-
147554,59,-,-,-,-,-,Schizosaccharomycetes,-,-,-,-,-,-,-,Taphrinomycotina,-,-,-,-,-,Dikarya,-,Ascomycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5719,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Parabasalia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
127916,61,-,-,-,-,-,Ichthyosporea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
451507,62,-,-,-,-,-,-,-,-,-,-,-,-,-,Mucoromycotina,-,-,-,-,-,-,-,Mucoromycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-
136087,63,-,-,-,Malawimonadidae,-,Malawimonadea,-,-,-,Malawimonadida,-,-,-,-,-,-,-,-,-,-,-,Malawimonada,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8431,64,-,-,-,-,-,Amphibia,-,-,-,Anura,Batrachia,-,-,Craniata,-,-,-,-,-,-,-,Chordata,-,-,-,Metazoa,-,Sarcopterygii,Pelobatoidea,-,-,-,-,-,-,-,-,-,-,-
33511,65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Metazoa,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6656,68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Arthropoda,-,-,-,Metazoa,-,-,-,-,-,-,-,-,-,-,-,-,-,-
190556,69,-,-,-,Chordodidae,-,Gordioida,-,-,-,Chordodea,-,-,-,-,-,-,-,-,-,-,-,Nematomorpha,-,-,-,Metazoa,-,-,Chordodoidea,-,-,-,-,-,-,-,Euchordodes,-,-,-
33213,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Metazoa,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10226,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Placozoa,-,-,-,Metazoa,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4761,72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Chytridiomycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-
452284,73,-,-,-,-,-,-,-,-,-,-,-,-,-,Ustilaginomycotina,-,-,-,-,-,Dikarya,-,Basidiomycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29000,74,-,-,-,-,-,-,-,-,-,-,-,-,-,Pucciniomycotina,-,-,-,-,-,Dikarya,-,Basidiomycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5302,75,-,-,-,-,-,-,-,-,-,-,-,-,-,Agaricomycotina,-,-,-,-,-,Dikarya,-,Basidiomycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-
147550,77,-,-,-,-,-,Sordariomycetes,-,-,-,-,-,-,-,Pezizomycotina,-,-,-,-,-,Dikarya,-,Ascomycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-
147548,78,-,-,-,-,-,Leotiomycetes,-,-,-,-,-,-,-,Pezizomycotina,-,-,-,-,-,Dikarya,-,Ascomycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-
147541,79,-,-,-,-,-,Dothideomycetes,-,-,-,-,-,-,-,Pezizomycotina,-,-,-,-,-,Dikarya,-,Ascomycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-
147545,80,-,-,-,-,-,Eurotiomycetes,-,-,-,-,-,-,-,Pezizomycotina,-,-,-,-,-,Dikarya,-,Ascomycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33183,81,-,-,-,-,-,Eurotiomycetes,-,-,-,Onygenales,-,-,-,Pezizomycotina,-,-,-,-,-,Dikarya,-,Ascomycota,-,-,-,Fungi,-,-,-,-,-,-,-,Eurotiomycetidae,-,-,-,-,-,-
5042,82,-,-,-,-,-,Eurotiomycetes,-,-,-,Eurotiales,-,-,-,Pezizomycotina,-,-,-,-,-,Dikarya,-,Ascomycota,-,-,-,Fungi,-,-,-,-,-,-,-,Eurotiomycetidae,-,-,-,-,-,-
5475,83,-,-,-,Debaryomycetaceae,-,Pichiomycetes,-,-,-,Serinales,-,-,-,Saccharomycotina,-,-,-,-,-,Dikarya,-,Ascomycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,Candida,-,-,-
4930,84,-,-,-,Saccharomycetaceae,-,Saccharomycetes,-,-,-,Saccharomycetales,-,-,-,Saccharomycotina,-,-,-,-,-,Dikarya,-,Ascomycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,Saccharomyces,-,-,-
451455,85,-,-,-,-,-,Neocallimastigomycetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Neocallimastigomycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5207,86,Cryptococcus neoformans species complex,-,-,Cryptococcaceae,-,Tremellomycetes,-,-,-,Tremellales,-,-,-,Agaricomycotina,-,-,Cryptococcus neoformans,-,-,Dikarya,-,Basidiomycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,Cryptococcus,-,-,-
99883,87,-,-,Euteleosteomorpha,Tetraodontidae,-,Actinopteri,-,-,-,Tetraodontiformes,-,-,-,Craniata,-,-,Tetraodon nigroviridis,-,-,-,-,Chordata,-,-,Tetraodontoidei,Metazoa,Teleostei,Actinopterygii,Tetradontoidea,-,-,-,-,Neopterygii,-,-,Tetraodon,-,-,-
7955,88,-,-,Otomorpha,Danionidae,-,Actinopteri,-,-,-,Cypriniformes,Cypriniphysae,-,-,Craniata,-,Danioninae,Danio rerio,-,-,-,-,Chordata,-,-,Cyprinoidei,Metazoa,Teleostei,Actinopterygii,-,-,Ostariophysi,-,-,Neopterygii,-,-,Danio,-,-,-
9031,89,-,-,-,Phasianidae,-,Aves,-,-,-,Galliformes,Galloanserae,-,-,Craniata,-,Phasianinae,Gallus gallus,-,-,-,-,Chordata,-,-,-,Metazoa,Neognathae,Sarcopterygii,-,-,-,-,-,-,-,-,Gallus,-,-,-
9606,90,-,-,-,Hominidae,-,Mammalia,-,-,-,Primates,Euarchontoglires,-,-,Craniata,Catarrhini,Homininae,Homo sapiens,-,Simiiformes,-,-,Chordata,-,-,Haplorrhini,Metazoa,-,Sarcopterygii,Hominoidea,-,-,-,-,-,-,-,Homo,-,-,-
5825,91,-,-,-,Plasmodiidae,-,Aconoidasida,-,-,-,Haemosporida,-,-,-,-,-,-,Plasmodium chabaudi,-,-,-,-,Apicomplexa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Plasmodium,-,Vinckeia,-
10090,92,-,-,-,Muridae,-,Mammalia,-,-,-,Rodentia,Euarchontoglires,-,-,Craniata,-,Murinae,Mus musculus,-,-,-,-,Chordata,-,-,Myomorpha,Metazoa,-,Sarcopterygii,-,-,-,-,-,-,-,-,Mus,-,Mus,-
3702,93,-,-,-,Brassicaceae,Camelineae,Magnoliopsida,-,-,-,Brassicales,-,-,-,Streptophytina,-,-,Arabidopsis thaliana,-,-,-,-,Streptophyta,-,-,-,Viridiplantae,-,-,-,-,-,-,-,-,-,-,Arabidopsis,-,-,-
6182,94,-,-,-,Schistosomatidae,-,Trematoda,-,-,-,Strigeidida,-,-,-,Rhabditophora,-,-,Schistosoma japonicum,-,-,-,-,Platyhelminthes,-,-,-,Metazoa,-,Neodermata,Schistosomatoidea,-,-,-,-,Digenea,-,-,Schistosoma,-,-,-
9615,95,-,-,-,Canidae,-,Mammalia,-,-,-,Carnivora,Laurasiatheria,-,-,Craniata,-,-,Canis lupus,-,-,-,-,Chordata,-,-,Caniformia,Metazoa,-,Sarcopterygii,-,-,-,-,-,-,-,-,Canis,-,-,Canis lupus familiaris
6035,96,-,-,-,Unikaryonidae,-,-,-,-,-,-,-,-,-,-,-,-,Encephalitozoon cuniculi,-,-,-,-,Microsporidia,-,-,Apansporoblastina,Fungi,-,-,-,-,-,-,-,-,-,-,Encephalitozoon,-,-,-
4959,97,-,-,-,Debaryomycetaceae,-,Pichiomycetes,-,-,-,Serinales,-,-,-,Saccharomycotina,-,-,Debaryomyces hansenii,-,-,Dikarya,-,Ascomycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,Debaryomyces,-,-,-
9598,98,-,-,-,Hominidae,-,Mammalia,-,-,-,Primates,Euarchontoglires,-,-,Craniata,Catarrhini,Homininae,Pan troglodytes,-,Simiiformes,-,-,Chordata,-,-,Haplorrhini,Metazoa,-,Sarcopterygii,Hominoidea,-,-,-,-,-,-,-,Pan,-,-,-
4952,99,-,-,-,-,-,Dipodascomycetes,-,-,-,Dipodascales,-,-,-,Saccharomycotina,-,-,Yarrowia lipolytica,-,-,Dikarya,-,Ascomycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,Yarrowia,-,-,-
73239,100,-,-,-,Plasmodiidae,-,Aconoidasida,-,-,-,Haemosporida,-,-,-,-,-,-,Plasmodium yoelii,-,-,-,-,Apicomplexa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Plasmodium,-,Vinckeia,Plasmodium yoelii yoelii
6238,101,-,-,-,Rhabditidae,-,Chromadorea,-,-,-,Rhabditida,-,-,-,-,-,Peloderinae,Caenorhabditis briggsae,-,Rhabditomorpha,-,-,Nematoda,-,-,Rhabditina,Metazoa,-,-,Rhabditoidea,-,-,-,-,-,-,-,Caenorhabditis,-,-,-
7227,102,melanogaster group,melanogaster subgroup,Endopterygota,Drosophilidae,Drosophilini,Insecta,-,-,-,Diptera,-,-,-,Hexapoda,-,Drosophilinae,Drosophila melanogaster,-,Muscomorpha,-,-,Arthropoda,-,-,Brachycera,Metazoa,Neoptera,-,Ephydroidea,-,-,-,-,Pterygota,-,-,Drosophila,-,Sophophora,-
33169,103,-,-,-,Saccharomycetaceae,-,Saccharomycetes,-,-,-,Saccharomycetales,-,-,-,Saccharomycotina,-,-,Eremothecium gossypii,-,-,Dikarya,-,Ascomycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,Eremothecium,-,-,-
5141,104,-,-,-,Sordariaceae,-,Sordariomycetes,-,-,-,Sordariales,-,-,-,Pezizomycotina,-,-,Neurospora crassa,-,-,Dikarya,-,Ascomycota,-,-,-,Fungi,-,-,-,-,-,-,-,Sordariomycetidae,-,-,Neurospora,-,-,-
8355,105,-,-,-,Pipidae,-,Amphibia,-,-,-,Anura,Batrachia,-,-,Craniata,-,Xenopodinae,Xenopus laevis,-,-,-,-,Chordata,-,-,-,Metazoa,-,Sarcopterygii,Pipoidea,-,-,-,-,-,-,-,Xenopus,-,Xenopus,-
6239,106,-,-,-,Rhabditidae,-,Chromadorea,-,-,-,Rhabditida,-,-,-,-,-,Peloderinae,Caenorhabditis elegans,-,Rhabditomorpha,-,-,Nematoda,-,-,Rhabditina,Metazoa,-,-,Rhabditoidea,-,-,-,-,-,-,-,Caenorhabditis,-,-,-
5693,107,-,-,-,Trypanosomatidae,-,Kinetoplastea,-,-,-,Trypanosomatida,-,-,-,-,-,-,Trypanosoma cruzi,-,-,-,-,Euglenozoa,-,-,-,-,-,-,-,-,-,-,-,Metakinetoplastina,-,-,Trypanosoma,-,Schizotrypanum,-
4932,108,-,-,-,Saccharomycetaceae,-,Saccharomycetes,-,-,-,Saccharomycetales,-,-,-,Saccharomycotina,-,-,Saccharomyces cerevisiae,-,-,Dikarya,-,Ascomycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,Saccharomyces,-,-,-
7237,109,obscura group,pseudoobscura subgroup,Endopterygota,Drosophilidae,Drosophilini,Insecta,-,-,-,Diptera,-,-,-,Hexapoda,-,Drosophilinae,Drosophila pseudoobscura,-,Muscomorpha,-,-,Arthropoda,-,-,Brachycera,Metazoa,Neoptera,-,Ephydroidea,-,-,-,-,Pterygota,-,-,Drosophila,-,Sophophora,-
4530,110,-,-,-,Poaceae,Oryzeae,Magnoliopsida,-,-,-,Poales,-,-,-,Streptophytina,-,Oryzoideae,Oryza sativa,-,-,-,-,Streptophyta,-,-,-,Viridiplantae,-,-,-,Oryzinae,-,-,-,Petrosaviidae,-,-,Oryza,-,-,-
44689,111,-,-,-,Dictyosteliaceae,-,Eumycetozoa,-,-,-,Dictyosteliales,-,-,-,-,-,-,Dictyostelium discoideum,-,-,-,-,Evosea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Dictyostelium,-,-,-
5759,112,-,-,-,Entamoebidae,-,-,-,-,-,Mastigamoebida,-,-,-,-,-,-,Entamoeba histolytica,-,-,-,-,Evosea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Entamoeba,-,-,-
9600,113,-,-,-,Hominidae,-,Mammalia,-,-,-,Primates,Euarchontoglires,-,-,Craniata,Catarrhini,Ponginae,Pongo pygmaeus,-,Simiiformes,-,-,Chordata,-,-,Haplorrhini,Metazoa,-,Sarcopterygii,Hominoidea,-,-,-,-,-,-,-,Pongo,-,-,-
9544,114,-,-,-,Cercopithecidae,-,Mammalia,-,-,-,Primates,Euarchontoglires,-,-,Craniata,Catarrhini,Cercopithecinae,Macaca mulatta,-,Simiiformes,-,-,Chordata,-,-,Haplorrhini,Metazoa,-,Sarcopterygii,Cercopithecoidea,-,-,-,-,-,-,-,Macaca,-,-,-
31033,115,-,-,Euteleosteomorpha,Tetraodontidae,-,Actinopteri,-,-,-,Tetraodontiformes,-,-,-,Craniata,-,-,Takifugu rubripes,-,-,-,-,Chordata,-,-,Tetraodontoidei,Metazoa,Teleostei,Actinopterygii,Tetradontoidea,-,-,-,-,Neopterygii,-,-,Takifugu,-,-,-
5821,116,-,-,-,Plasmodiidae,-,Aconoidasida,-,-,-,Haemosporida,-,-,-,-,-,-,Plasmodium berghei,-,-,-,-,Apicomplexa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Plasmodium,-,Vinckeia,-
562,117,-,-,-,Enterobacteriaceae,-,Gammaproteobacteria,-,-,-,Enterobacterales,-,-,-,-,-,-,Escherichia coli,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Escherichia,-,-,-
4896,118,-,-,-,Schizosaccharomycetaceae,-,Schizosaccharomycetes,-,-,-,Schizosaccharomycetales,-,-,-,Taphrinomycotina,-,-,Schizosaccharomyces pombe,-,-,Dikarya,-,Ascomycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,Schizosaccharomyces,-,-,-
3634,119,-,-,-,Malvaceae,-,Magnoliopsida,-,-,-,Malvales,-,-,-,Streptophytina,-,Malvoideae,Gossypium barbadense,-,-,-,-,Streptophyta,-,-,-,Viridiplantae,-,-,-,-,-,-,-,-,-,-,Gossypium,-,-,-
28985,120,-,-,-,Saccharomycetaceae,-,Saccharomycetes,-,-,-,Saccharomycetales,-,-,-,Saccharomycotina,-,-,Kluyveromyces lactis,-,-,Dikarya,-,Ascomycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,Kluyveromyces,-,-,-
833,121,-,-,-,Fibrobacteraceae,-,Fibrobacteria,-,-,-,Fibrobacterales,-,-,-,-,-,-,Fibrobacter succinogenes,-,-,-,-,Fibrobacterota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Fibrobacter,-,-,-
237895,122,-,-,-,Cryptosporidiidae,-,Conoidasida,-,-,-,Eucoccidiorida,-,-,-,-,-,-,Cryptosporidium hominis,-,-,-,-,Apicomplexa,-,-,Eimeriorina,-,-,-,-,-,-,-,-,Coccidia,-,-,Cryptosporidium,-,-,-
6850,123,-,-,-,Limulidae,-,Merostomata,-,-,-,Xiphosura,-,-,-,Chelicerata,-,-,Limulus polyphemus,-,-,-,-,Arthropoda,-,-,-,Metazoa,-,-,-,-,-,-,-,-,-,-,Limulus,-,-,-
9986,124,-,-,-,Leporidae,-,Mammalia,-,-,-,Lagomorpha,Euarchontoglires,-,-,Craniata,-,-,Oryctolagus cuniculus,-,-,-,-,Chordata,-,-,-,Metazoa,-,Sarcopterygii,-,-,-,-,-,-,-,-,Oryctolagus,-,-,-
5478,125,-,-,-,Saccharomycetaceae,-,Saccharomycetes,-,-,-,Saccharomycetales,-,-,-,Saccharomycotina,-,-,Nakaseomyces glabratus,-,-,Dikarya,-,Ascomycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,Nakaseomyces,-,-,-
5807,126,-,-,-,Cryptosporidiidae,-,Conoidasida,-,-,-,Eucoccidiorida,-,-,-,-,-,-,Cryptosporidium parvum,-,-,-,-,Apicomplexa,-,-,Eimeriorina,-,-,-,-,-,-,-,-,Coccidia,-,-,Cryptosporidium,-,-,-
148305,127,-,-,-,Pyriculariaceae,-,Sordariomycetes,-,-,-,Magnaporthales,-,-,-,Pezizomycotina,-,-,Pyricularia grisea,-,-,Dikarya,-,Ascomycota,-,-,-,Fungi,-,-,-,-,-,-,-,Sordariomycetidae,-,-,Pyricularia,-,-,-
8364,128,-,-,-,Pipidae,-,Amphibia,-,-,-,Anura,Batrachia,-,-,Craniata,-,Xenopodinae,Xenopus tropicalis,-,-,-,-,Chordata,-,-,-,Metazoa,-,Sarcopterygii,Pipoidea,-,-,-,-,-,-,-,Xenopus,-,Silurana,-
9541,129,-,-,-,Cercopithecidae,-,Mammalia,-,-,-,Primates,Euarchontoglires,-,-,Craniata,Catarrhini,Cercopithecinae,Macaca fascicularis,-,Simiiformes,-,-,Chordata,-,-,Haplorrhini,Metazoa,-,Sarcopterygii,Cercopithecoidea,-,-,-,-,-,-,-,Macaca,-,-,-
7460,130,-,-,Endopterygota,Apidae,Apini,Insecta,-,-,-,Hymenoptera,-,-,-,Hexapoda,-,Apinae,Apis mellifera,-,Aculeata,-,-,Arthropoda,-,-,Apocrita,Metazoa,Neoptera,-,Apoidea,-,-,-,-,Pterygota,-,-,Apis,-,-,-
5664,131,Leishmania major species complex,-,-,Trypanosomatidae,-,Kinetoplastea,-,-,-,Trypanosomatida,-,-,-,-,-,Leishmaniinae,Leishmania major,-,-,-,-,Euglenozoa,-,-,-,-,-,-,-,-,-,-,-,Metakinetoplastina,-,-,Leishmania,-,Leishmania,-
7668,132,-,-,-,Strongylocentrotidae,-,Echinoidea,-,-,-,Camarodonta,Echinacea,-,-,-,-,-,Strongylocentrotus purpuratus,-,Echinidea,-,-,Echinodermata,-,-,-,Metazoa,-,Echinozoa,-,-,-,-,-,Euechinoidea,-,-,Strongylocentrotus,-,-,-
74109,133,-,-,-,Vibrionaceae,-,Gammaproteobacteria,-,-,-,Vibrionales,-,-,-,-,-,-,Photobacterium profundum,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Photobacterium,-,-,-
10118,134,-,-,-,Muridae,-,Mammalia,-,-,-,Rodentia,Euarchontoglires,-,-,Craniata,-,Murinae,Rattus sp.,-,-,-,-,Chordata,-,-,Myomorpha,Metazoa,-,Sarcopterygii,-,-,-,-,-,-,-,-,Rattus,-,-,-
8164,135,-,-,Euteleosteomorpha,Lateolabracidae,-,Actinopteri,-,-,-,Acropomatiformes,-,-,-,Craniata,-,-,Lateolabrax japonicus,-,-,-,-,Chordata,-,-,-,Metazoa,Teleostei,Actinopterygii,-,-,-,-,-,Neopterygii,-,-,Lateolabrax,-,-,-
5341,136,-,-,-,Agaricaceae,-,Agaricomycetes,-,-,-,Agaricales,-,-,-,Agaricomycotina,-,-,Agaricus bisporus,-,-,Dikarya,-,Basidiomycota,-,-,Agaricineae,Fungi,-,-,-,-,-,-,-,Agaricomycetidae,-,-,Agaricus,-,-,-
5691,137,-,-,-,Trypanosomatidae,-,Kinetoplastea,-,-,-,Trypanosomatida,-,-,-,-,-,-,Trypanosoma brucei,-,-,-,-,Euglenozoa,-,-,-,-,-,-,-,-,-,-,-,Metakinetoplastina,-,-,Trypanosoma,-,Trypanozoon,-
6988,138,-,-,-,-,-,Insecta,-,-,-,-,-,-,-,Hexapoda,-,-,Leucophaea maderae,-,-,-,-,Arthropoda,-,-,-,Metazoa,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4097,139,-,-,-,Solanaceae,Nicotianeae,Magnoliopsida,-,-,-,Solanales,-,-,-,Streptophytina,-,Nicotianoideae,Nicotiana tabacum,-,-,-,-,Streptophyta,-,-,-,Viridiplantae,-,-,-,-,-,-,-,-,-,-,Nicotiana,-,-,-
3981,140,-,-,-,Euphorbiaceae,Micrandreae,Magnoliopsida,-,-,-,Malpighiales,-,-,-,Streptophytina,-,Crotonoideae,Hevea brasiliensis,-,-,-,-,Streptophyta,-,-,-,Viridiplantae,-,-,-,-,-,-,-,-,-,-,Hevea,-,-,-
317,141,Pseudomonas syringae group,Pseudomonas syringae group genomosp. 1,-,Pseudomonadaceae,-,Gammaproteobacteria,-,-,-,Pseudomonadales,-,-,-,-,-,-,Pseudomonas syringae,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Pseudomonas,-,-,-
6523,142,-,-,-,Lymnaeidae,-,Gastropoda,-,-,-,-,-,-,-,-,-,-,Lymnaea stagnalis,-,-,-,-,Mollusca,-,-,-,Metazoa,-,-,Lymnaeoidea,-,-,-,-,Heterobranchia,-,-,Lymnaea,-,-,-
9913,143,-,-,-,Bovidae,-,Mammalia,-,-,-,Artiodactyla,Laurasiatheria,-,-,Craniata,-,Bovinae,Bos taurus,-,Pecora,-,-,Chordata,-,-,Ruminantia,Metazoa,-,Sarcopterygii,-,-,-,-,-,-,-,-,Bos,-,-,-
1085,144,-,-,-,Rhodospirillaceae,-,Alphaproteobacteria,-,-,-,Rhodospirillales,-,-,-,-,-,-,Rhodospirillum rubrum,-,-,-,-,Pseudomonadota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Rhodospirillum,-,-,-
6421,145,-,-,-,Hirudinidae,-,Clitellata,-,-,-,Hirudinida,-,-,-,-,-,-,Hirudo medicinalis,-,-,-,-,Annelida,-,-,Hirudiniformes,Metazoa,-,-,-,-,-,-,-,Hirudinea,-,-,Hirudo,-,-,-
59729,146,-,-,-,Estrildidae,-,Aves,-,-,-,Passeriformes,-,-,-,Craniata,-,Estrildinae,Taeniopygia guttata,-,-,-,-,Chordata,-,-,-,Metazoa,Neognathae,Sarcopterygii,Passeroidea,-,-,-,-,-,-,-,Taeniopygia,-,-,-
7091,147,-,-,Endopterygota,Bombycidae,-,Insecta,-,-,-,Lepidoptera,Amphiesmenoptera,-,-,Hexapoda,Heteroneura,Bombycinae,Bombyx mori,-,Neolepidoptera,-,-,Arthropoda,-,-,Glossata,Metazoa,Neoptera,-,Bombycoidea,-,-,-,-,Pterygota,-,-,Bombyx,-,-,-
4151,148,-,-,-,Plantaginaceae,Antirrhineae,Magnoliopsida,-,-,-,Lamiales,-,-,-,Streptophytina,-,-,Antirrhinum majus,-,-,-,-,Streptophyta,-,-,-,Viridiplantae,-,-,-,-,-,-,-,-,-,-,Antirrhinum,-,-,-
117,149,-,-,-,Pirellulaceae,-,Planctomycetia,-,-,-,Pirellulales,-,-,-,-,-,-,Pirellula sp.,-,-,-,-,Planctomycetota,-,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Pirellula,-,-,-
7729,150,-,-,-,Pyuridae,-,Ascidiacea,-,-,-,Stolidobranchia,-,-,-,Tunicata,-,-,Halocynthia roretzi,-,-,-,-,Chordata,-,-,-,Metazoa,-,-,-,-,-,-,-,-,-,-,Halocynthia,-,-,-
6621,151,-,-,-,-,-,Cephalopoda,-,-,-,-,-,-,-,-,-,-,Loligo pealei,-,-,-,-,Mollusca,-,-,-,Metazoa,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5145,152,-,-,-,-,-,Sordariomycetes,-,-,-,-,-,-,-,Pezizomycotina,-,-,Podospora anserina,-,-,Dikarya,-,Ascomycota,-,-,-,Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-
156889,153,-,-,-,Magnetococcaceae,-,Magnetococcia,-,-,-,Magnetococcales,-,-,-,-,-,-,Magnetococcus marinus,-,-,-,-,Pseudomonadota,Magnetococcus marinus MC-1,-,-,Pseudomonadati,-,-,-,-,-,-,-,-,-,-,Magnetococcus,-,-,-
212035,154,-,-,-,Mimiviridae,-,Megaviricetes,-,-,-,Imitervirales,-,-,-,-,-,Megamimivirinae,Mimivirus bradfordmassiliense,-,-,-,-,Nucleocytoviricota,-,-,Orthomivirineae,Bamfordvirae,-,-,-,-,-,-,-,-,-,-,Mimivirus,-,-,-
6183,155,-,-,-,Schistosomatidae,-,Trematoda,-,-,-,Strigeidida,-,-,-,Rhabditophora,-,-,Schistosoma mansoni,-,-,-,-,Platyhelminthes,-,-,-,Metazoa,-,Neodermata,Schistosomatoidea,-,-,-,-,Digenea,-,-,Schistosoma,-,-,-
9940,156,-,-,-,Bovidae,-,Mammalia,-,-,-,Artiodactyla,Laurasiatheria,-,-,Craniata,-,Caprinae,Ovis aries,-,Pecora,-,-,Chordata,-,-,Ruminantia,Metazoa,-,Sarcopterygii,-,-,-,-,-,-,-,-,Ovis,-,-,-
5888,157,-,-,-,Parameciidae,-,Oligohymenophorea,-,-,-,Peniculida,-,-,-,Intramacronucleata,-,-,Paramecium tetraurelia,-,-,-,-,Ciliophora,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Paramecium,-,-,-
4568,158,-,-,-,Poaceae,Triticeae,Magnoliopsida,-,-,-,Poales,-,-,-,Streptophytina,-,Pooideae,Triticum monococcum,-,-,-,-,Streptophyta,-,-,-,Viridiplantae,-,-,-,Triticinae,-,-,-,Petrosaviidae,-,-,Triticum,-,-,-
3847,159,-,-,-,Fabaceae,Phaseoleae,Magnoliopsida,-,-,-,Fabales,-,-,-,Streptophytina,-,Papilionoideae,Glycine max,-,-,-,-,Streptophyta,-,-,-,Viridiplantae,-,-,-,-,-,-,-,-,-,-,Glycine,-,Glycine subgen. Soja,-
5061,160,-,-,-,Aspergillaceae,-,Eurotiomycetes,-,-,-,Eurotiales,-,-,-,Pezizomycotina,-,-,Aspergillus niger,-,-,Dikarya,-,Ascomycota,-,-,-,Fungi,-,-,-,-,-,-,-,Eurotiomycetidae,-,-,Aspergillus,-,Aspergillus subgen. Circumdati,-
2788,161,-,-,-,Bangiaceae,-,Bangiophyceae,-,-,-,Bangiales,-,-,-,-,-,-,Pyropia yezoensis,-,-,-,-,Rhodophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Pyropia,-,-,-
